Date,Sector,Ticker,Change(%)
2026-03-10,Energy,XLE,-1.28
2026-03-11,Technology,XLK,0.0
2026-03-11,Consumer Discretionary,XLY,-0.13
2026-03-11,Real Estate,XLRE,-0.14
2026-03-11,Communication Services,XLC,-0.15
2026-03-11,Materials,XLB,-0.22
2026-03-11,Consumer Staples,XLP,-0.29
2026-03-11,Financials,XLF,-0.54
2026-03-11,Industrials,XLI,-0.54
2026-03-11,Utilities,XLU,-0.62
2026-03-11,Healthcare,XLV,-0.72
2026-03-11,Energy,XLE,-1.28
2026-03-11,Energy,XLE,2.48
2026-03-11,Technology,XLK,0.48
2026-03-11,Materials,XLB,-0.08
2026-03-11,Healthcare,XLV,-0.2
2026-03-11,Consumer Discretionary,XLY,-0.26
2026-03-11,Industrials,XLI,-0.31
2026-03-11,Communication Services,XLC,-0.32
2026-03-11,Utilities,XLU,-0.84
2026-03-11,Financials,XLF,-0.84
2026-03-11,Real Estate,XLRE,-1.19
2026-03-11,Consumer Staples,XLP,-1.32
2026-03-12,Energy,XLE,2.48
2026-03-12,Technology,XLK,0.48
2026-03-12,Materials,XLB,-0.08
2026-03-12,Healthcare,XLV,-0.2
2026-03-12,Consumer Discretionary,XLY,-0.26
2026-03-12,Industrials,XLI,-0.31
2026-03-12,Communication Services,XLC,-0.32
2026-03-12,Utilities,XLU,-0.84
2026-03-12,Financials,XLF,-0.84
2026-03-12,Real Estate,XLRE,-1.19
2026-03-12,Consumer Staples,XLP,-1.32
2026-03-12,Energy,XLE,0.93
2026-03-12,Utilities,XLU,0.71
2026-03-12,Materials,XLB,-0.32
2026-03-12,Consumer Staples,XLP,-0.4
2026-03-12,Real Estate,XLRE,-0.64
2026-03-12,Communication Services,XLC,-1.48
2026-03-12,Financials,XLF,-1.63
2026-03-12,Healthcare,XLV,-1.76
2026-03-12,Technology,XLK,-1.84
2026-03-12,Consumer Discretionary,XLY,-2.3
2026-03-12,Industrials,XLI,-2.51
2026-03-13,Energy,XLE,0.93
2026-03-13,Utilities,XLU,0.71
2026-03-13,Materials,XLB,-0.32
2026-03-13,Consumer Staples,XLP,-0.4
2026-03-13,Real Estate,XLRE,-0.64
2026-03-13,Communication Services,XLC,-1.48
2026-03-13,Financials,XLF,-1.63
2026-03-13,Healthcare,XLV,-1.76
2026-03-13,Technology,XLK,-1.84
2026-03-13,Consumer Discretionary,XLY,-2.3
2026-03-13,Industrials,XLI,-2.51
2026-03-13,Utilities,XLU,0.99
2026-03-13,Consumer Staples,XLP,0.58
2026-03-13,Energy,XLE,0.33
2026-03-13,Real Estate,XLRE,0.26
2026-03-13,Financials,XLF,0.12
2026-03-13,Healthcare,XLV,-0.25
2026-03-13,Industrials,XLI,-0.36
2026-03-13,Consumer Discretionary,XLY,-0.59
2026-03-13,Communication Services,XLC,-0.71
2026-03-13,Technology,XLK,-0.75
2026-03-13,Materials,XLB,-0.99
2026-03-14,Utilities,XLU,0.99
2026-03-14,Consumer Staples,XLP,0.58
2026-03-14,Energy,XLE,0.33
2026-03-14,Real Estate,XLRE,0.26
2026-03-14,Financials,XLF,0.12
2026-03-14,Healthcare,XLV,-0.25
2026-03-14,Industrials,XLI,-0.36
2026-03-14,Consumer Discretionary,XLY,-0.59
2026-03-14,Communication Services,XLC,-0.71
2026-03-14,Technology,XLK,-0.75
2026-03-14,Materials,XLB,-0.99
2026-03-14,Utilities,XLU,0.99
2026-03-14,Consumer Staples,XLP,0.58
2026-03-14,Energy,XLE,0.33
2026-03-14,Real Estate,XLRE,0.26
2026-03-14,Financials,XLF,0.12
2026-03-14,Healthcare,XLV,-0.25
2026-03-14,Industrials,XLI,-0.36
2026-03-14,Consumer Discretionary,XLY,-0.59
2026-03-14,Communication Services,XLC,-0.71
2026-03-14,Technology,XLK,-0.75
2026-03-14,Materials,XLB,-0.99
2026-03-15,Utilities,XLU,0.99
2026-03-15,Consumer Staples,XLP,0.58
2026-03-15,Energy,XLE,0.33
2026-03-15,Real Estate,XLRE,0.26
2026-03-15,Financials,XLF,0.12
2026-03-15,Healthcare,XLV,-0.25
2026-03-15,Industrials,XLI,-0.36
2026-03-15,Consumer Discretionary,XLY,-0.59
2026-03-15,Communication Services,XLC,-0.71
2026-03-15,Technology,XLK,-0.75
2026-03-15,Materials,XLB,-0.99
2026-03-15,Utilities,XLU,0.99
2026-03-15,Consumer Staples,XLP,0.58
2026-03-15,Energy,XLE,0.33
2026-03-15,Real Estate,XLRE,0.26
2026-03-15,Financials,XLF,0.12
2026-03-15,Healthcare,XLV,-0.25
2026-03-15,Industrials,XLI,-0.36
2026-03-15,Consumer Discretionary,XLY,-0.59
2026-03-15,Communication Services,XLC,-0.71
2026-03-15,Technology,XLK,-0.75
2026-03-15,Materials,XLB,-0.99
2026-03-16,Utilities,XLU,0.99
2026-03-16,Consumer Staples,XLP,0.58
2026-03-16,Energy,XLE,0.33
2026-03-16,Real Estate,XLRE,0.26
2026-03-16,Financials,XLF,0.12
2026-03-16,Healthcare,XLV,-0.25
2026-03-16,Industrials,XLI,-0.36
2026-03-16,Consumer Discretionary,XLY,-0.59
2026-03-16,Communication Services,XLC,-0.71
2026-03-16,Technology,XLK,-0.75
2026-03-16,Materials,XLB,-0.99
2026-03-16,Technology,XLK,1.45
2026-03-16,Consumer Discretionary,XLY,1.21
2026-03-16,Industrials,XLI,0.86
2026-03-16,Financials,XLF,0.84
2026-03-16,Healthcare,XLV,0.81
2026-03-16,Real Estate,XLRE,0.78
2026-03-16,Communication Services,XLC,0.77
2026-03-16,Utilities,XLU,0.64
2026-03-16,Materials,XLB,0.43
2026-03-16,Energy,XLE,0.35
2026-03-16,Consumer Staples,XLP,0.28
2026-03-17,Technology,XLK,1.45
2026-03-17,Consumer Discretionary,XLY,1.21
2026-03-17,Industrials,XLI,0.86
2026-03-17,Financials,XLF,0.84
2026-03-17,Healthcare,XLV,0.81
2026-03-17,Real Estate,XLRE,0.78
2026-03-17,Communication Services,XLC,0.77
2026-03-17,Utilities,XLU,0.64
2026-03-17,Materials,XLB,0.43
2026-03-17,Energy,XLE,0.35
2026-03-17,Consumer Staples,XLP,0.28
2026-03-17,Energy,XLE,1.05
2026-03-17,Consumer Discretionary,XLY,0.87
2026-03-17,Technology,XLK,0.55
2026-03-17,Financials,XLF,0.53
2026-03-17,Real Estate,XLRE,0.33
2026-03-17,Industrials,XLI,0.26
2026-03-17,Materials,XLB,0.24
2026-03-17,Communication Services,XLC,0.03
2026-03-17,Utilities,XLU,-0.28
2026-03-17,Consumer Staples,XLP,-0.33
2026-03-17,Healthcare,XLV,-0.91
2026-03-18,Energy,XLE,1.05
2026-03-18,Consumer Discretionary,XLY,0.87
2026-03-18,Technology,XLK,0.55
2026-03-18,Financials,XLF,0.53
2026-03-18,Real Estate,XLRE,0.33
2026-03-18,Industrials,XLI,0.26
2026-03-18,Materials,XLB,0.24
2026-03-18,Communication Services,XLC,0.03
2026-03-18,Utilities,XLU,-0.28
2026-03-18,Consumer Staples,XLP,-0.33
2026-03-18,Healthcare,XLV,-0.91
2026-03-18,Energy,XLE,-0.14
2026-03-18,Industrials,XLI,-0.79
2026-03-18,Utilities,XLU,-0.85
2026-03-18,Technology,XLK,-1.13
2026-03-18,Financials,XLF,-1.19
2026-03-18,Communication Services,XLC,-1.48
2026-03-18,Real Estate,XLRE,-1.64
2026-03-18,Healthcare,XLV,-1.67
2026-03-18,Materials,XLB,-2.1
2026-03-18,Consumer Discretionary,XLY,-2.31
2026-03-18,Consumer Staples,XLP,-2.43
2026-03-19,Energy,XLE,-0.14
2026-03-19,Industrials,XLI,-0.79
2026-03-19,Utilities,XLU,-0.85
2026-03-19,Technology,XLK,-1.13
2026-03-19,Financials,XLF,-1.19
2026-03-19,Communication Services,XLC,-1.48
2026-03-19,Real Estate,XLRE,-1.64
2026-03-19,Healthcare,XLV,-1.67
2026-03-19,Materials,XLB,-2.1
2026-03-19,Consumer Discretionary,XLY,-2.31
2026-03-19,Consumer Staples,XLP,-2.43
2026-03-19,Energy,XLE,1.59
2026-03-19,Technology,XLK,0.34
2026-03-19,Financials,XLF,0.04
2026-03-19,Real Estate,XLRE,-0.24
2026-03-19,Healthcare,XLV,-0.36
2026-03-19,Utilities,XLU,-0.41
2026-03-19,Communication Services,XLC,-0.46
2026-03-19,Industrials,XLI,-0.68
2026-03-19,Consumer Discretionary,XLY,-0.79
2026-03-19,Consumer Staples,XLP,-0.81
2026-03-19,Materials,XLB,-1.53
2026-03-20,Energy,XLE,1.59
2026-03-20,Technology,XLK,0.34
2026-03-20,Financials,XLF,0.04
2026-03-20,Real Estate,XLRE,-0.24
2026-03-20,Healthcare,XLV,-0.36
2026-03-20,Utilities,XLU,-0.41
2026-03-20,Communication Services,XLC,-0.46
2026-03-20,Industrials,XLI,-0.68
2026-03-20,Consumer Discretionary,XLY,-0.79
2026-03-20,Consumer Staples,XLP,-0.81
2026-03-20,Materials,XLB,-1.53
2026-03-20,Financials,XLF,0.18
2026-03-20,Energy,XLE,-0.08
2026-03-20,Communication Services,XLC,-0.8
2026-03-20,Consumer Staples,XLP,-0.83
2026-03-20,Healthcare,XLV,-0.87
2026-03-20,Industrials,XLI,-1.46
2026-03-20,Materials,XLB,-1.59
2026-03-20,Consumer Discretionary,XLY,-1.79
2026-03-20,Technology,XLK,-2.27
2026-03-20,Real Estate,XLRE,-3.17
2026-03-20,Utilities,XLU,-4.06
2026-03-21,Financials,XLF,0.18
2026-03-21,Energy,XLE,-0.08
2026-03-21,Communication Services,XLC,-0.8
2026-03-21,Consumer Staples,XLP,-0.83
2026-03-21,Healthcare,XLV,-0.87
2026-03-21,Industrials,XLI,-1.46
2026-03-21,Materials,XLB,-1.59
2026-03-21,Consumer Discretionary,XLY,-1.79
2026-03-21,Technology,XLK,-2.27
2026-03-21,Real Estate,XLRE,-3.17
2026-03-21,Utilities,XLU,-4.06
2026-03-21,Financials,XLF,0.18
2026-03-21,Energy,XLE,-0.08
2026-03-21,Communication Services,XLC,-0.8
2026-03-21,Consumer Staples,XLP,-0.83
2026-03-21,Healthcare,XLV,-0.87
2026-03-21,Industrials,XLI,-1.46
2026-03-21,Materials,XLB,-1.59
2026-03-21,Consumer Discretionary,XLY,-1.79
2026-03-21,Technology,XLK,-2.27
2026-03-21,Real Estate,XLRE,-3.17
2026-03-21,Utilities,XLU,-4.06
2026-03-22,Financials,XLF,0.18
2026-03-22,Energy,XLE,-0.08
2026-03-22,Communication Services,XLC,-0.8
2026-03-22,Consumer Staples,XLP,-0.83
2026-03-22,Healthcare,XLV,-0.87
2026-03-22,Industrials,XLI,-1.46
2026-03-22,Materials,XLB,-1.59
2026-03-22,Consumer Discretionary,XLY,-1.79
2026-03-22,Technology,XLK,-2.27
2026-03-22,Real Estate,XLRE,-3.17
2026-03-22,Utilities,XLU,-4.06
2026-03-22,Financials,XLF,0.18
2026-03-22,Energy,XLE,-0.08
2026-03-22,Communication Services,XLC,-0.8
2026-03-22,Consumer Staples,XLP,-0.83
2026-03-22,Healthcare,XLV,-0.87
2026-03-22,Industrials,XLI,-1.46
2026-03-22,Materials,XLB,-1.59
2026-03-22,Consumer Discretionary,XLY,-1.79
2026-03-22,Technology,XLK,-2.27
2026-03-22,Real Estate,XLRE,-3.17
2026-03-22,Utilities,XLU,-4.06
2026-03-23,Financials,XLF,0.18
2026-03-23,Energy,XLE,-0.08
2026-03-23,Communication Services,XLC,-0.8
2026-03-23,Consumer Staples,XLP,-0.83
2026-03-23,Healthcare,XLV,-0.87
2026-03-23,Industrials,XLI,-1.46
2026-03-23,Materials,XLB,-1.59
2026-03-23,Consumer Discretionary,XLY,-1.79
2026-03-23,Technology,XLK,-2.27
2026-03-23,Real Estate,XLRE,-3.17
2026-03-23,Utilities,XLU,-4.06
2026-03-23,Consumer Discretionary,XLY,2.21
2026-03-23,Technology,XLK,1.23
2026-03-23,Materials,XLB,1.21
2026-03-23,Industrials,XLI,0.85
2026-03-23,Energy,XLE,0.54
2026-03-23,Communication Services,XLC,0.43
2026-03-23,Financials,XLF,0.39
2026-03-23,Utilities,XLU,0.29
2026-03-23,Real Estate,XLRE,0.07
2026-03-23,Consumer Staples,XLP,-0.14
2026-03-23,Healthcare,XLV,-0.39
2026-03-24,Consumer Discretionary,XLY,2.21
2026-03-24,Technology,XLK,1.23
2026-03-24,Materials,XLB,1.21
2026-03-24,Industrials,XLI,0.85
2026-03-24,Energy,XLE,0.54
2026-03-24,Communication Services,XLC,0.43
2026-03-24,Financials,XLF,0.39
2026-03-24,Utilities,XLU,0.29
2026-03-24,Real Estate,XLRE,0.07
2026-03-24,Consumer Staples,XLP,-0.14
2026-03-24,Healthcare,XLV,-0.39
2026-03-24,Energy,XLE,2.03
2026-03-24,Materials,XLB,1.89
2026-03-24,Utilities,XLU,0.69
2026-03-24,Industrials,XLI,0.58
2026-03-24,Financials,XLF,0.02
2026-03-24,Healthcare,XLV,0.01
2026-03-24,Consumer Staples,XLP,-0.09
2026-03-24,Consumer Discretionary,XLY,-0.4
2026-03-24,Technology,XLK,-0.58
2026-03-24,Real Estate,XLRE,-0.81
2026-03-24,Communication Services,XLC,-1.4
2026-03-25,Energy,XLE,2.03
2026-03-25,Materials,XLB,1.89
2026-03-25,Utilities,XLU,0.69
2026-03-25,Industrials,XLI,0.58
2026-03-25,Financials,XLF,0.02
2026-03-25,Healthcare,XLV,0.01
2026-03-25,Consumer Staples,XLP,-0.09
2026-03-25,Consumer Discretionary,XLY,-0.4
2026-03-25,Technology,XLK,-0.58
2026-03-25,Real Estate,XLRE,-0.81
2026-03-25,Communication Services,XLC,-1.4
2026-03-25,Materials,XLB,1.98
2026-03-25,Healthcare,XLV,1.0
2026-03-25,Consumer Discretionary,XLY,0.96
2026-03-25,Industrials,XLI,0.67
2026-03-25,Consumer Staples,XLP,0.49
2026-03-25,Technology,XLK,0.45
2026-03-25,Utilities,XLU,0.35
2026-03-25,Communication Services,XLC,0.28
2026-03-25,Financials,XLF,0.12
2026-03-25,Real Estate,XLRE,-0.05
2026-03-25,Energy,XLE,-0.44
2026-03-26,Materials,XLB,1.98
2026-03-26,Healthcare,XLV,1.0
2026-03-26,Consumer Discretionary,XLY,0.96
2026-03-26,Industrials,XLI,0.67
2026-03-26,Consumer Staples,XLP,0.49
2026-03-26,Technology,XLK,0.45
2026-03-26,Utilities,XLU,0.35
2026-03-26,Communication Services,XLC,0.28
2026-03-26,Financials,XLF,0.12
2026-03-26,Real Estate,XLRE,-0.05
2026-03-26,Energy,XLE,-0.44
2026-03-26,Energy,XLE,1.57
2026-03-26,Utilities,XLU,0.18
2026-03-26,Real Estate,XLRE,0.05
2026-03-26,Healthcare,XLV,-0.34
2026-03-26,Consumer Staples,XLP,-0.45
2026-03-26,Financials,XLF,-0.59
2026-03-26,Materials,XLB,-0.65
2026-03-26,Consumer Discretionary,XLY,-1.72
2026-03-26,Industrials,XLI,-2.32
2026-03-26,Communication Services,XLC,-2.36
2026-03-26,Technology,XLK,-3.11
2026-03-27,Energy,XLE,1.57
2026-03-27,Utilities,XLU,0.18
2026-03-27,Real Estate,XLRE,0.05
2026-03-27,Healthcare,XLV,-0.34
2026-03-27,Consumer Staples,XLP,-0.45
2026-03-27,Financials,XLF,-0.59
2026-03-27,Materials,XLB,-0.65
2026-03-27,Consumer Discretionary,XLY,-1.72
2026-03-27,Industrials,XLI,-2.32
2026-03-27,Communication Services,XLC,-2.36
2026-03-27,Technology,XLK,-3.11
2026-03-27,Energy,XLE,1.69
2026-03-27,Consumer Staples,XLP,0.79
2026-03-27,Utilities,XLU,0.57
2026-03-27,Materials,XLB,-0.37
2026-03-27,Real Estate,XLRE,-0.69
2026-03-27,Industrials,XLI,-1.28
2026-03-27,Communication Services,XLC,-1.63
2026-03-27,Healthcare,XLV,-1.7
2026-03-27,Technology,XLK,-1.95
2026-03-27,Financials,XLF,-2.53
2026-03-27,Consumer Discretionary,XLY,-2.89
2026-03-28,Energy,XLE,1.69
2026-03-28,Consumer Staples,XLP,0.79
2026-03-28,Utilities,XLU,0.57
2026-03-28,Materials,XLB,-0.37
2026-03-28,Real Estate,XLRE,-0.69
2026-03-28,Industrials,XLI,-1.28
2026-03-28,Communication Services,XLC,-1.63
2026-03-28,Healthcare,XLV,-1.7
2026-03-28,Technology,XLK,-1.95
2026-03-28,Financials,XLF,-2.53
2026-03-28,Consumer Discretionary,XLY,-2.89
2026-03-28,Energy,XLE,1.69
2026-03-28,Consumer Staples,XLP,0.79
2026-03-28,Utilities,XLU,0.57
2026-03-28,Materials,XLB,-0.37
2026-03-28,Real Estate,XLRE,-0.69
2026-03-28,Industrials,XLI,-1.28
2026-03-28,Communication Services,XLC,-1.63
2026-03-28,Healthcare,XLV,-1.7
2026-03-28,Technology,XLK,-1.95
2026-03-28,Financials,XLF,-2.53
2026-03-28,Consumer Discretionary,XLY,-2.89
2026-03-29,Energy,XLE,1.69
2026-03-29,Consumer Staples,XLP,0.79
2026-03-29,Utilities,XLU,0.57
2026-03-29,Materials,XLB,-0.37
2026-03-29,Real Estate,XLRE,-0.69
2026-03-29,Industrials,XLI,-1.28
2026-03-29,Communication Services,XLC,-1.63
2026-03-29,Healthcare,XLV,-1.7
2026-03-29,Technology,XLK,-1.95
2026-03-29,Financials,XLF,-2.53
2026-03-29,Consumer Discretionary,XLY,-2.89
2026-03-29,Energy,XLE,1.69
2026-03-29,Consumer Staples,XLP,0.79
2026-03-29,Utilities,XLU,0.57
2026-03-29,Materials,XLB,-0.37
2026-03-29,Real Estate,XLRE,-0.69
2026-03-29,Industrials,XLI,-1.28
2026-03-29,Communication Services,XLC,-1.63
2026-03-29,Healthcare,XLV,-1.7
2026-03-29,Technology,XLK,-1.95
2026-03-29,Financials,XLF,-2.53
2026-03-29,Consumer Discretionary,XLY,-2.89
2026-03-30,Energy,XLE,1.69
2026-03-30,Consumer Staples,XLP,0.79
2026-03-30,Utilities,XLU,0.57
2026-03-30,Materials,XLB,-0.37
2026-03-30,Real Estate,XLRE,-0.69
2026-03-30,Industrials,XLI,-1.28
2026-03-30,Communication Services,XLC,-1.63
2026-03-30,Healthcare,XLV,-1.7
2026-03-30,Technology,XLK,-1.95
2026-03-30,Financials,XLF,-2.53
2026-03-30,Consumer Discretionary,XLY,-2.89
2026-03-30,Financials,XLF,1.15
2026-03-30,Communication Services,XLC,0.86
2026-03-30,Utilities,XLU,0.72
2026-03-30,Real Estate,XLRE,0.5
2026-03-30,Healthcare,XLV,0.39
2026-03-30,Materials,XLB,0.37
2026-03-30,Consumer Staples,XLP,0.12
2026-03-30,Consumer Discretionary,XLY,-0.02
2026-03-30,Energy,XLE,-0.96
2026-03-30,Industrials,XLI,-1.63
2026-03-30,Technology,XLK,-1.86
2026-03-31,Financials,XLF,1.15
2026-03-31,Communication Services,XLC,0.86
2026-03-31,Utilities,XLU,0.72
2026-03-31,Real Estate,XLRE,0.5
2026-03-31,Healthcare,XLV,0.39
2026-03-31,Materials,XLB,0.37
2026-03-31,Consumer Staples,XLP,0.12
2026-03-31,Consumer Discretionary,XLY,-0.02
2026-03-31,Energy,XLE,-0.96
2026-03-31,Industrials,XLI,-1.63
2026-03-31,Technology,XLK,-1.86
2026-03-31,Technology,XLK,4.24
2026-03-31,Industrials,XLI,3.27
2026-03-31,Consumer Discretionary,XLY,3.14
2026-03-31,Communication Services,XLC,2.69
2026-03-31,Financials,XLF,2.09
2026-03-31,Healthcare,XLV,1.94
2026-03-31,Materials,XLB,1.79
2026-03-31,Real Estate,XLRE,1.54
2026-03-31,Consumer Staples,XLP,0.12
2026-03-31,Utilities,XLU,-0.07
2026-03-31,Energy,XLE,-1.13
2026-04-01,Technology,XLK,4.24
2026-04-01,Industrials,XLI,3.27
2026-04-01,Consumer Discretionary,XLY,3.14
2026-04-01,Communication Services,XLC,2.69
2026-04-01,Financials,XLF,2.09
2026-04-01,Healthcare,XLV,1.94
2026-04-01,Materials,XLB,1.79
2026-04-01,Real Estate,XLRE,1.54
2026-04-01,Consumer Staples,XLP,0.12
2026-04-01,Utilities,XLU,-0.07
2026-04-01,Energy,XLE,-1.13
2026-04-01,Industrials,XLI,1.67
2026-04-01,Technology,XLK,1.51
2026-04-01,Materials,XLB,0.98
2026-04-01,Healthcare,XLV,0.76
2026-04-01,Consumer Discretionary,XLY,0.75
2026-04-01,Utilities,XLU,0.48
2026-04-01,Communication Services,XLC,0.34
2026-04-01,Real Estate,XLRE,0.29
2026-04-01,Financials,XLF,0.14
2026-04-01,Consumer Staples,XLP,-0.63
2026-04-01,Energy,XLE,-3.74
2026-04-02,Industrials,XLI,1.67
2026-04-02,Technology,XLK,1.51
2026-04-02,Materials,XLB,0.98
2026-04-02,Healthcare,XLV,0.76
2026-04-02,Consumer Discretionary,XLY,0.75
2026-04-02,Utilities,XLU,0.48
2026-04-02,Communication Services,XLC,0.34
2026-04-02,Real Estate,XLRE,0.29
2026-04-02,Financials,XLF,0.14
2026-04-02,Consumer Staples,XLP,-0.63
2026-04-02,Energy,XLE,-3.74
2026-04-02,Real Estate,XLRE,1.61
2026-04-02,Technology,XLK,0.8
2026-04-02,Consumer Staples,XLP,0.53
2026-04-02,Utilities,XLU,0.5
2026-04-02,Energy,XLE,0.47
2026-04-02,Communication Services,XLC,0.41
2026-04-02,Financials,XLF,0.18
2026-04-02,Materials,XLB,-0.1
2026-04-02,Industrials,XLI,-0.4
2026-04-02,Healthcare,XLV,-0.62
2026-04-02,Consumer Discretionary,XLY,-1.5
2026-04-03,Real Estate,XLRE,1.61
2026-04-03,Technology,XLK,0.8
2026-04-03,Consumer Staples,XLP,0.53
2026-04-03,Utilities,XLU,0.5
2026-04-03,Energy,XLE,0.47
2026-04-03,Communication Services,XLC,0.41
2026-04-03,Financials,XLF,0.18
2026-04-03,Materials,XLB,-0.1
2026-04-03,Industrials,XLI,-0.4
2026-04-03,Healthcare,XLV,-0.62
2026-04-03,Consumer Discretionary,XLY,-1.5
2026-04-03,Real Estate,XLRE,1.61
2026-04-03,Technology,XLK,0.8
2026-04-03,Consumer Staples,XLP,0.53
2026-04-03,Utilities,XLU,0.5
2026-04-03,Energy,XLE,0.47
2026-04-03,Communication Services,XLC,0.41
2026-04-03,Financials,XLF,0.18
2026-04-03,Materials,XLB,-0.1
2026-04-03,Industrials,XLI,-0.4
2026-04-03,Healthcare,XLV,-0.62
2026-04-03,Consumer Discretionary,XLY,-1.5
2026-04-04,Real Estate,XLRE,1.61
2026-04-04,Technology,XLK,0.8
2026-04-04,Consumer Staples,XLP,0.53
2026-04-04,Utilities,XLU,0.5
2026-04-04,Energy,XLE,0.47
2026-04-04,Communication Services,XLC,0.41
2026-04-04,Financials,XLF,0.18
2026-04-04,Materials,XLB,-0.1
2026-04-04,Industrials,XLI,-0.4
2026-04-04,Healthcare,XLV,-0.62
2026-04-04,Consumer Discretionary,XLY,-1.5
2026-04-04,Real Estate,XLRE,1.61
2026-04-04,Technology,XLK,0.8
2026-04-04,Consumer Staples,XLP,0.53
2026-04-04,Utilities,XLU,0.5
2026-04-04,Energy,XLE,0.47
2026-04-04,Communication Services,XLC,0.41
2026-04-04,Financials,XLF,0.18
2026-04-04,Materials,XLB,-0.1
2026-04-04,Industrials,XLI,-0.4
2026-04-04,Healthcare,XLV,-0.62
2026-04-04,Consumer Discretionary,XLY,-1.5
2026-04-05,Real Estate,XLRE,1.61
2026-04-05,Technology,XLK,0.8
2026-04-05,Consumer Staples,XLP,0.53
2026-04-05,Utilities,XLU,0.5
2026-04-05,Energy,XLE,0.47
2026-04-05,Communication Services,XLC,0.41
2026-04-05,Financials,XLF,0.18
2026-04-05,Materials,XLB,-0.1
2026-04-05,Industrials,XLI,-0.4
2026-04-05,Healthcare,XLV,-0.62
2026-04-05,Consumer Discretionary,XLY,-1.5
2026-04-05,Real Estate,XLRE,1.61
2026-04-05,Technology,XLK,0.8
2026-04-05,Consumer Staples,XLP,0.53
2026-04-05,Utilities,XLU,0.5
2026-04-05,Energy,XLE,0.47
2026-04-05,Communication Services,XLC,0.41
2026-04-05,Financials,XLF,0.18
2026-04-05,Materials,XLB,-0.1
2026-04-05,Industrials,XLI,-0.4
2026-04-05,Healthcare,XLV,-0.62
2026-04-05,Consumer Discretionary,XLY,-1.5
2026-04-06,Real Estate,XLRE,1.61
2026-04-06,Technology,XLK,0.8
2026-04-06,Consumer Staples,XLP,0.53
2026-04-06,Utilities,XLU,0.5
2026-04-06,Energy,XLE,0.47
2026-04-06,Communication Services,XLC,0.41
2026-04-06,Financials,XLF,0.18
2026-04-06,Materials,XLB,-0.1
2026-04-06,Industrials,XLI,-0.4
2026-04-06,Healthcare,XLV,-0.62
2026-04-06,Consumer Discretionary,XLY,-1.5
2026-04-06,Consumer Staples,XLP,0.94
2026-04-06,Consumer Discretionary,XLY,0.82
2026-04-06,Energy,XLE,0.73
2026-04-06,Financials,XLF,0.71
2026-04-06,Technology,XLK,0.58
2026-04-06,Industrials,XLI,0.51
2026-04-06,Real Estate,XLRE,0.36
2026-04-06,Communication Services,XLC,0.05
2026-04-06,Healthcare,XLV,-0.36
2026-04-06,Utilities,XLU,-0.37
2026-04-06,Materials,XLB,-0.38
2026-04-07,Consumer Staples,XLP,0.94
2026-04-07,Consumer Discretionary,XLY,0.82
2026-04-07,Energy,XLE,0.73
2026-04-07,Financials,XLF,0.71
2026-04-07,Technology,XLK,0.58
2026-04-07,Industrials,XLI,0.51
2026-04-07,Real Estate,XLRE,0.36
2026-04-07,Communication Services,XLC,0.05
2026-04-07,Healthcare,XLV,-0.36
2026-04-07,Utilities,XLU,-0.37
2026-04-07,Materials,XLB,-0.38
2026-04-07,Energy,XLE,0.8
2026-04-07,Technology,XLK,0.48
2026-04-07,Utilities,XLU,0.22
2026-04-07,Healthcare,XLV,0.2
2026-04-07,Communication Services,XLC,0.05
2026-04-07,Financials,XLF,0.0
2026-04-07,Real Estate,XLRE,-0.1
2026-04-07,Industrials,XLI,-0.2
2026-04-07,Materials,XLB,-0.28
2026-04-07,Consumer Discretionary,XLY,-1.16
2026-04-07,Consumer Staples,XLP,-1.69
2026-04-08,Energy,XLE,0.8
2026-04-08,Technology,XLK,0.48
2026-04-08,Utilities,XLU,0.22
2026-04-08,Healthcare,XLV,0.2
2026-04-08,Communication Services,XLC,0.05
2026-04-08,Financials,XLF,0.0
2026-04-08,Real Estate,XLRE,-0.1
2026-04-08,Industrials,XLI,-0.2
2026-04-08,Materials,XLB,-0.28
2026-04-08,Consumer Discretionary,XLY,-1.16
2026-04-08,Consumer Staples,XLP,-1.69
2026-04-08,Industrials,XLI,3.75
2026-04-08,Materials,XLB,3.33
2026-04-08,Technology,XLK,3.1
2026-04-08,Consumer Discretionary,XLY,2.83
2026-04-08,Financials,XLF,2.65
2026-04-08,Healthcare,XLV,2.12
2026-04-08,Consumer Staples,XLP,1.87
2026-04-08,Communication Services,XLC,1.78
2026-04-08,Real Estate,XLRE,1.73
2026-04-08,Utilities,XLU,1.1
2026-04-08,Energy,XLE,-3.51
2026-04-09,Industrials,XLI,3.75
2026-04-09,Materials,XLB,3.33
2026-04-09,Technology,XLK,3.1
2026-04-09,Consumer Discretionary,XLY,2.83
2026-04-09,Financials,XLF,2.65
2026-04-09,Healthcare,XLV,2.12
2026-04-09,Consumer Staples,XLP,1.87
2026-04-09,Communication Services,XLC,1.78
2026-04-09,Real Estate,XLRE,1.73
2026-04-09,Utilities,XLU,1.1
2026-04-09,Energy,XLE,-3.51
2026-04-09,Consumer Discretionary,XLY,1.73
2026-04-09,Industrials,XLI,1.03
2026-04-09,Consumer Staples,XLP,0.81
2026-04-09,Utilities,XLU,0.79
2026-04-09,Real Estate,XLRE,0.68
2026-04-09,Communication Services,XLC,0.4
2026-04-09,Technology,XLK,0.27
2026-04-09,Financials,XLF,0.25
